shipment_id,product_id,supplier_id,route_id,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,transit_hours,quantity,unit_cost,recorded_temperature,required_temp_min,required_temp_max,deviation_c,temperature_excursion_flag,excursion_severity,excursion_duration_hours,delay_flag,delay_duration_hours,spoilage_risk_score,spoilage_risk_category,estimated_spoilage_qty,estimated_financial_loss
SHP00383,P013,S008,R025,2024-10-31,2024-11-05 04:10:49,2024-11-06 17:42:00,Delivered,161.7,500.0,3.35,6.0,0,4,2.0,1,Mild,26.9,1.0,37.51972222222222,3,High Risk,175,586.25
SHP00384,P009,S002,R013,2024-09-13,2024-09-19 19:14:10,2024-09-22 07:28:12,Delivered,171.9,400.0,8.03,-0.4,-1,2,0.0,0,,86.0,1.0,60.23388888888889,5,Critical Risk,300,2409.0
SHP00385,P017,S004,R008,2024-02-06,2024-02-09 07:41:12,2024-02-09 13:41:24,Delivered,77.9,400.0,21.86,0.5,0,4,0.0,0,,0.0,1.0,6.003333333333333,1,Medium Risk,40,874.4
SHP00386,P012,S010,R021,2024-01-13,2024-01-16 04:07:02,2024-01-17 13:30:00,Delivered,109.5,500.0,18.65,-2.3,0,4,2.3,1,Mild,0.0,1.0,33.382777777777775,3,High Risk,175,3263.75
SHP00387,P012,S003,R025,2024-02-13,2024-02-18 03:16:06,2024-02-20 14:43:12,Delivered,114.2,200.0,18.65,17.8,0,4,13.8,1,Severe,0.0,1.0,59.45166666666667,5,Critical Risk,150,2797.5
SHP00388,P001,S006,R007,2024-10-02,2024-10-07 16:31:26,2024-10-08 18:30:00,Delivered,125.0,150.0,16.53,3.2,2,4,0.0,0,,0.0,1.0,25.976111111111116,3,High Risk,52,859.56
SHP00389,P019,S009,R002,2024-05-10,2024-05-10 22:29:06,2024-05-11 03:10:12,Delivered,20.9,50.0,9.85,8.2,8,12,0.0,0,,8.4,1.0,4.685,2,Medium Risk,5,49.25
SHP00390,P012,S002,R001,2024-05-29,2024-05-31 04:34:20,2024-06-01 00:42:00,In Transit,72.7,100.0,18.65,3.9,0,4,0.0,0,,24.2,1.0,20.127777777777776,3,High Risk,35,652.75
SHP00391,P018,S002,R006,2024-04-11,2024-04-14 16:40:28,2024-04-17 19:31:12,In Transit,102.2,250.0,16.44,1.0,0,4,0.0,0,,34.1,1.0,74.84555555555555,4,High Risk,87,1430.28
SHP00392,P001,S006,R022,2024-06-29,2024-07-04 01:47:41,2024-07-10 23:32:24,In Transit,130.7,50.0,16.53,2.975,2,4,0.0,0,,0.0,1.0,165.74527777777777,3,High Risk,17,281.01
SHP00393,P001,S009,R009,2024-04-25,2024-04-27 12:44:41,,Cancelled,49.6,200.0,16.53,2.8,2,4,0.0,0,,12.4,,,3,High Risk,70,1157.1
SHP00394,P010,S010,R011,2024-08-17,2024-08-19 10:47:13,2024-08-20 01:12:00,Delivered,73.2,150.0,3.9,-15.6,-18,-15,0.0,0,,18.3,1.0,14.413055555555555,4,High Risk,52,202.8
SHP00395,P005,S007,R025,2024-03-15,2024-03-20 16:21:40,2024-03-22 02:00:00,Delivered,170.0,100.0,13.38,2.1,0,4,0.0,0,,42.5,1.0,33.638888888888886,4,High Risk,35,468.3
SHP00396,P011,S007,R014,2024-06-04,2024-06-08 10:17:11,2024-06-11 04:38:24,Delivered,107.9,200.0,21.42,10.5,-1,2,8.5,1,Severe,0.0,1.0,66.3536111111111,6,Critical Risk,150,3213.0
SHP00397,P020,S010,R009,2024-11-06,2024-11-08 05:34:40,,Cancelled,67.4,500.0,23.51,8.1,0,4,4.1,1,Mild,0.0,,,1,Medium Risk,50,1175.5
SHP00398,P012,S003,R028,2024-07-17,2024-07-19 18:18:26,2024-07-20 08:54:00,In Transit,80.9,50.0,18.65,3.1,0,4,0.0,0,,80.9,1.0,14.592777777777778,3,High Risk,17,317.05
SHP00399,P007,S004,R003,2024-03-31,2024-04-06 08:20:17,2024-04-11 02:06:36,In Transit,204.7,500.0,12.06,1.3,0,4,0.0,0,,0.0,1.0,113.77194444444444,2,Medium Risk,50,603.0
SHP00400,P002,S010,R024,2024-07-13,2024-07-17 14:03:01,2024-07-22 19:31:12,In Transit,147.2,50.0,6.75,3.1,2,4,0.0,0,,29.4,1.0,125.46972222222222,3,High Risk,17,114.75
SHP00401,P002,S004,R017,2024-10-02,2024-10-05 05:38:00,2024-10-05 14:54:00,In Transit,79.0,50.0,6.75,3.3,2,4,0.0,0,,39.5,1.0,9.266666666666667,4,High Risk,17,114.75
SHP00402,P010,S005,R015,2024-03-26,2024-03-27 14:06:50,,Cancelled,40.4,500.0,3.9,-17.6,-18,-15,0.0,0,,10.1,,,3,High Risk,175,682.5
SHP00403,P019,S009,R005,2024-07-20,2024-07-23 08:58:40,2024-07-23 16:00:00,Delivered,88.0,200.0,9.85,10.9,8,12,0.0,0,,0.0,1.0,7.022222222222222,1,Medium Risk,20,197.0
SHP00404,P006,S002,R003,2024-02-28,2024-03-04 23:00:03,2024-03-06 13:18:00,In Transit,181.3,150.0,16.77,-0.1,0,4,0.1,1,Mild,0.0,1.0,38.299166666666665,3,High Risk,52,872.04
SHP00405,P006,S006,R019,2024-12-03,2024-12-04 14:38:31,2024-12-05 10:36:00,Delivered,58.6,500.0,16.77,5.8,0,4,1.7999999999999998,1,Mild,19.5,1.0,19.95805555555556,4,High Risk,175,2934.75
SHP00406,P005,S004,R001,2024-11-14,2024-11-15 22:22:04,,Cancelled,68.8,500.0,13.38,3.2,0,4,0.0,0,,22.9,,,2,Medium Risk,50,669.0
SHP00407,P015,S007,R015,2024-02-10,2024-02-11 09:48:12,2024-02-13 00:48:00,Delivered,45.5,200.0,6.02,2.5,0,4,0.0,0,,9.1,1.0,38.99666666666667,2,Medium Risk,20,120.4
SHP00408,P012,S001,R005,2024-01-17,2024-01-20 15:00:19,2024-01-21 07:48:00,Delivered,103.8,400.0,18.65,10.4,0,4,6.4,1,Severe,0.0,1.0,16.794722222222223,4,High Risk,140,2611.0
SHP00409,P020,S010,R019,2024-10-14,2024-10-15 16:56:55,2024-10-15 16:42:00,In Transit,37.0,250.0,23.51,10.8,0,4,6.800000000000001,1,Severe,18.5,0.0,0.0,5,Critical Risk,187,4396.37
SHP00410,P014,S009,R003,2024-05-29,2024-06-03 09:24:03,,Cancelled,156.3,200.0,16.04,13.8,13,15,0.0,0,,52.1,,,2,Medium Risk,20,320.8
SHP00411,P019,S009,R003,2024-09-04,2024-09-09 22:13:22,,Cancelled,183.2,250.0,9.85,17.1,8,12,5.100000000000001,1,Severe,0.0,,,3,High Risk,87,856.95
SHP00412,P005,S010,R019,2024-09-11,2024-09-12 18:20:14,2024-09-12 23:48:00,Delivered,47.8,250.0,13.38,2.4,0,4,0.0,0,,0.0,1.0,5.462777777777778,0,Low Risk,0,0.0
SHP00413,P015,S002,R024,2024-04-16,2024-04-21 02:59:23,2024-04-22 10:00:00,Delivered,154.0,200.0,6.02,2.2,0,4,0.0,0,,0.0,1.0,31.010277777777777,2,Medium Risk,20,120.4
SHP00414,P003,S005,R010,2024-09-16,2024-09-19 23:25:34,2024-09-20 11:12:00,Delivered,107.2,50.0,18.91,3.6,2,6,0.0,0,,0.0,1.0,11.773888888888887,2,Medium Risk,5,94.55
SHP00415,P011,S008,R016,2024-01-19,2024-01-22 21:05:08,2024-01-24 08:48:36,In Transit,117.1,300.0,21.42,12.8,-1,2,10.8,1,Severe,0.0,1.0,35.724444444444444,6,Critical Risk,225,4819.5
SHP00416,P002,S009,R010,2024-10-16,2024-10-19 15:36:58,2024-10-20 23:18:00,Delivered,119.3,300.0,6.75,3.4,2,4,0.0,0,,0.0,1.0,31.683888888888887,3,High Risk,105,708.75
SHP00417,P001,S006,R013,2024-11-16,2024-11-22 03:17:55,2024-11-24 10:17:24,Delivered,183.9,250.0,16.53,2.2,2,4,0.0,0,,0.0,1.0,54.99138888888889,3,High Risk,87,1438.11
SHP00418,P009,S007,R003,2024-09-11,2024-09-16 16:01:45,2024-09-21 19:13:12,Delivered,199.4,150.0,8.03,0.6,-1,2,0.0,0,,99.7,1.0,123.19083333333332,5,Critical Risk,112,899.36
SHP00419,P003,S008,R017,2024-01-13,2024-01-16 08:02:11,2024-01-17 05:48:00,Delivered,101.8,250.0,18.91,3.9,2,6,0.0,0,,50.9,1.0,21.76361111111111,4,High Risk,87,1645.17
SHP00420,P004,S009,R022,2024-03-08,2024-03-12 19:23:16,2024-03-12 20:12:00,Delivered,116.2,250.0,11.42,13.0,2,6,7.0,1,Severe,0.0,1.0,0.8122222222222222,4,High Risk,87,993.54
SHP00421,P003,S006,R015,2024-01-24,2024-01-25 15:12:05,2024-01-25 10:32:24,Delivered,31.4,200.0,18.91,5.0,2,6,0.0,0,,6.3,0.0,0.0,1,Medium Risk,20,378.2
SHP00422,P018,S006,R025,2024-08-13,2024-08-18 08:51:52,2024-08-20 03:30:00,Delivered,171.5,100.0,16.44,3.8,0,4,0.0,0,,57.2,1.0,42.63555555555556,4,High Risk,35,575.4
SHP00423,P009,S003,R023,2024-05-25,2024-05-27 10:58:23,2024-05-28 03:30:00,In Transit,75.5,50.0,8.03,12.9,-1,2,10.9,1,Severe,0.0,1.0,16.526944444444446,5,Critical Risk,37,297.11
SHP00424,P002,S002,R013,2024-01-28,2024-02-03 10:04:08,2024-02-02 23:13:12,Delivered,130.2,500.0,6.75,15.7,2,4,11.7,1,Severe,65.1,0.0,0.0,6,Critical Risk,375,2531.25
SHP00425,P007,S009,R003,2024-08-26,2024-08-31 08:37:40,2024-09-04 00:34:48,Delivered,166.6,500.0,12.06,5.9,0,4,1.9000000000000004,1,Mild,0.0,1.0,87.95222222222222,3,High Risk,175,2110.5
SHP00426,P020,S005,R012,2024-07-19,2024-07-21 07:39:09,2024-07-20 22:30:00,In Transit,46.5,500.0,23.51,12.9,0,4,8.9,1,Severe,0.0,0.0,0.0,3,High Risk,175,4114.25
SHP00427,P016,S008,R028,2024-03-28,2024-03-30 21:10:16,2024-03-31 04:33:36,Delivered,69.6,100.0,19.67,1.6,0,4,0.0,0,,0.0,1.0,7.388888888888889,1,Medium Risk,10,196.7
SHP00428,P010,S009,R015,2024-07-24,2024-07-25 11:27:07,2024-07-25 21:12:00,Delivered,45.2,100.0,3.9,-16.6,-18,-15,0.0,0,,0.0,1.0,9.748055555555556,2,Medium Risk,10,39.0
SHP00429,P014,S010,R026,2024-06-24,2024-06-26 18:09:58,,Cancelled,82.0,500.0,16.04,14.9,13,15,0.0,0,,16.4,,,0,Low Risk,0,0.0
SHP00430,P018,S002,R027,2024-08-15,2024-08-15 12:14:55,2024-08-15 10:06:00,Delivered,10.1,400.0,16.44,3.3,0,4,0.0,0,,5.0,0.0,0.0,2,Medium Risk,40,657.6
SHP00431,P003,S004,R027,2024-03-12,2024-03-12 12:08:08,2024-03-12 17:49:12,Delivered,16.2,150.0,18.91,2.6,2,6,0.0,0,,0.0,1.0,5.684444444444445,1,Medium Risk,15,283.65
SHP00432,P019,S008,R007,2024-04-15,2024-04-20 10:36:00,2024-04-22 22:44:24,Delivered,173.4,400.0,9.85,20.7,8,12,8.7,1,Severe,0.0,1.0,60.14,5,Critical Risk,300,2955.0
SHP00433,P019,S001,R020,2024-09-18,2024-09-23 11:28:57,2024-09-24 07:24:00,Delivered,151.4,200.0,9.85,10.2,8,12,0.0,0,,75.7,1.0,19.9175,3,High Risk,70,689.5
SHP00434,P001,S004,R014,2024-12-25,2024-12-29 04:30:59,2024-12-30 10:47:24,In Transit,118.9,200.0,16.53,2.9,2,4,0.0,0,,0.0,1.0,30.273611111111112,3,High Risk,70,1157.1
SHP00435,P018,S007,R027,2024-07-03,2024-07-03 10:31:40,2024-07-04 10:45:36,In Transit,15.8,50.0,16.44,4.4,0,4,0.4000000000000003,1,Mild,5.3,1.0,24.232222222222223,5,Critical Risk,37,608.28
SHP00436,P005,S002,R005,2024-11-24,2024-11-27 15:21:00,,Cancelled,112.5,500.0,13.38,-2.3,0,4,2.3,1,Mild,0.0,,,1,Medium Risk,50,669.0
SHP00437,P013,S006,R008,2024-04-05,2024-04-08 01:11:06,2024-04-08 15:42:00,Delivered,87.7,300.0,3.35,-4.4,0,4,4.4,1,Mild,29.2,1.0,14.515,4,High Risk,105,351.75
SHP00438,P012,S002,R019,2024-09-03,2024-09-04 13:59:47,2024-09-05 19:52:12,Delivered,61.7,250.0,18.65,3.4,0,4,0.0,0,,0.0,1.0,29.87361111111111,2,Medium Risk,25,466.25
SHP00439,P020,S002,R008,2024-08-29,2024-09-01 11:16:52,,Cancelled,100.3,50.0,23.51,-2.5,0,4,2.5,1,Mild,0.0,,,1,Medium Risk,5,117.55
SHP00440,P016,S008,R017,2024-08-28,2024-08-30 23:55:13,2024-08-31 17:06:00,Delivered,89.1,250.0,19.67,2.1333333333333333,0,4,0.0,0,,0.0,1.0,17.17972222222222,1,Medium Risk,25,491.75
SHP00441,P010,S010,R009,2024-02-01,2024-02-03 09:18:46,2024-02-04 05:06:36,Delivered,70.1,50.0,3.9,-10.6,-18,-15,4.4,1,Mild,0.0,1.0,19.79722222222222,3,High Risk,17,66.3
SHP00442,P003,S005,R009,2024-03-08,2024-03-10 06:03:16,2024-03-10 21:30:00,Delivered,69.5,150.0,18.91,1.5,2,6,0.5,1,Mild,17.4,1.0,15.445555555555556,5,Critical Risk,112,2117.92
SHP00443,P009,S004,R016,2024-04-02,2024-04-06 03:51:23,2024-04-07 08:06:00,In Transit,128.1,150.0,8.03,-0.6,-1,2,0.0,0,,25.6,1.0,28.24361111111111,3,High Risk,52,417.56
SHP00444,P008,S008,R024,2024-11-22,2024-11-26 17:58:42,2024-11-27 09:52:12,In Transit,99.9,100.0,19.33,1.1,0,4,0.0,0,,0.0,1.0,15.891666666666667,1,Medium Risk,10,193.3
SHP00445,P010,S008,R024,2024-09-29,2024-10-03 20:14:27,2024-10-03 09:36:00,In Transit,105.6,200.0,3.9,-16.4,-18,-15,0.0,0,,0.0,0.0,0.0,1,Medium Risk,20,78.0
SHP00446,P017,S001,R004,2024-09-29,2024-09-29 09:16:55,2024-09-29 10:42:00,Delivered,10.7,300.0,21.86,17.7,0,4,13.7,1,Severe,0.0,1.0,1.4180555555555556,3,High Risk,105,2295.3
SHP00447,P019,S007,R015,2024-12-11,2024-12-12 14:58:30,2024-12-13 06:40:12,Delivered,49.7,150.0,9.85,9.3,8,12,0.0,0,,0.0,1.0,15.695,1,Medium Risk,15,147.75
SHP00448,P003,S001,R014,2024-02-20,2024-02-24 05:38:37,,Cancelled,114.1,100.0,18.91,6.2,2,6,0.2000000000000001,1,Mild,57.0,,,4,High Risk,35,661.85
SHP00449,P007,S010,R021,2024-03-03,2024-03-06 03:21:17,2024-03-08 17:24:36,Delivered,105.7,150.0,12.06,2.6,0,4,0.0,0,,0.0,1.0,62.055277777777775,2,Medium Risk,15,180.9
SHP00450,P010,S008,R022,2024-02-08,2024-02-13 16:44:59,2024-02-14 14:00:00,Delivered,158.0,300.0,3.9,-15.3,-18,-15,0.0,0,,0.0,1.0,21.25027777777778,2,Medium Risk,30,117.0
SHP00451,P002,S007,R013,2024-06-19,2024-06-25 06:03:48,2024-07-01 22:57:36,Delivered,239.2,200.0,6.75,2.1,2,4,0.0,0,,0.0,1.0,160.89666666666668,3,High Risk,70,472.5
SHP00452,P004,S003,R018,2024-08-08,2024-08-09 06:36:58,2024-08-09 20:19:12,Delivered,27.7,250.0,11.42,6.4,2,6,0.4000000000000003,1,Mild,0.0,1.0,13.703888888888889,3,High Risk,87,993.54
SHP00453,P005,S001,R002,2024-12-06,2024-12-06 21:53:37,2024-12-07 00:48:00,In Transit,24.8,500.0,13.38,0.0,0,4,0.0,0,,14.9,1.0,2.906388888888889,2,Medium Risk,50,669.0
SHP00454,P003,S009,R008,2024-01-02,2024-01-05 11:40:26,2024-01-06 14:45:36,Delivered,85.2,300.0,18.91,4.1,2,6,0.0,0,,0.0,1.0,27.086111111111112,3,High Risk,105,1985.55
SHP00455,P003,S006,R018,2024-06-23,2024-06-24 05:34:24,2024-06-24 07:51:00,Delivered,24.5,50.0,18.91,2.7,2,6,0.0,0,,14.7,1.0,2.276666666666667,3,High Risk,17,321.47
SHP00456,P013,S002,R021,2024-12-18,2024-12-21 02:48:41,2024-12-21 20:30:36,Delivered,84.1,200.0,3.35,5.2,0,4,1.2000000000000002,1,Mild,0.0,1.0,17.698611111111113,2,Medium Risk,20,67.0
SHP00457,P010,S008,R018,2024-08-18,2024-08-19 03:03:26,2024-08-19 20:42:00,Delivered,44.7,400.0,3.9,-15.8,-18,-15,0.0,0,,0.0,1.0,17.642777777777777,2,Medium Risk,40,156.0
SHP00458,P015,S009,R005,2024-10-23,2024-10-26 03:04:44,2024-10-26 12:28:48,Delivered,76.8,50.0,6.02,0.1,0,4,0.0,0,,38.4,1.0,9.401111111111112,3,High Risk,17,102.34
SHP00459,P006,S001,R010,2024-02-19,2024-02-22 13:06:41,2024-02-23 14:46:12,Delivered,100.7,200.0,16.77,7.0,0,4,3.0,1,Mild,20.1,1.0,25.65861111111111,3,High Risk,70,1173.9
SHP00460,P013,S006,R004,2024-12-16,2024-12-16 07:57:00,2024-12-16 13:23:24,Delivered,10.3,300.0,3.35,-2.4,0,4,2.4,1,Mild,6.9,1.0,5.44,3,High Risk,105,351.75
SHP00461,P014,S003,R023,2024-07-08,2024-07-10 14:10:38,2024-07-12 23:12:00,Delivered,74.5,400.0,16.04,13.2,13,15,0.0,0,,0.0,1.0,57.022777777777776,2,Medium Risk,40,641.6
SHP00462,P003,S001,R001,2024-04-01,2024-04-03 05:07:49,2024-04-04 10:30:00,Delivered,75.0,500.0,18.91,4.8,2,6,0.0,0,,0.0,1.0,29.369722222222222,3,High Risk,175,3309.25
SHP00463,P009,S009,R015,2024-07-29,2024-07-30 10:59:49,2024-07-30 14:43:12,Delivered,35.2,100.0,8.03,1.2,-1,2,0.0,0,,8.8,1.0,3.7230555555555553,3,High Risk,35,281.05
SHP00464,P001,S009,R008,2024-04-08,2024-04-11 09:13:37,2024-04-10 20:48:00,Delivered,68.8,200.0,16.53,3.5,2,4,0.0,0,,34.4,0.0,0.0,3,High Risk,70,1157.1
SHP00465,P009,S001,R007,2024-02-27,2024-03-03 20:06:08,2024-03-14 23:26:24,Delivered,185.2,50.0,8.03,-0.5,-1,2,0.0,0,,0.0,1.0,267.3377777777778,3,High Risk,17,136.51
SHP00466,P014,S005,R011,2024-11-11,2024-11-13 17:19:46,2024-11-14 13:36:00,Delivered,85.6,50.0,16.04,8.1,13,15,4.9,1,Mild,17.1,1.0,20.27055555555556,2,Medium Risk,5,80.2
SHP00467,P008,S008,R019,2024-10-23,2024-10-24 14:55:48,2024-10-24 21:52:12,Delivered,41.7,300.0,19.33,3.1,0,4,0.0,0,,0.0,1.0,6.94,1,Medium Risk,30,579.9
SHP00468,P007,S007,R008,2024-02-07,2024-02-10 08:31:21,2024-02-13 00:48:00,Delivered,90.5,500.0,12.06,3.7,0,4,0.0,0,,0.0,1.0,64.2775,2,Medium Risk,50,603.0
SHP00469,P007,S006,R009,2024-04-13,2024-04-15 03:26:21,2024-04-15 15:15:00,Delivered,57.5,500.0,12.06,0.4,0,4,0.0,0,,0.0,1.0,11.810833333333331,1,Medium Risk,50,603.0
SHP00470,P008,S005,R020,2024-03-21,2024-03-27 01:14:32,,Cancelled,193.0,200.0,19.33,3.9,0,4,0.0,0,,64.3,,,2,Medium Risk,20,386.6
SHP00471,P007,S010,R016,2024-08-24,2024-08-28 01:30:28,,Cancelled,91.0,200.0,12.06,1.3,0,4,0.0,0,,15.2,,,0,Low Risk,0,0.0
SHP00472,P019,S001,R014,2024-01-23,2024-01-27 01:37:34,2024-01-27 05:08:24,Delivered,77.8,500.0,9.85,10.1,8,12,0.0,0,,0.0,1.0,3.513888888888889,0,Low Risk,0,0.0
SHP00473,P015,S008,R008,2024-02-12,2024-02-15 01:15:42,2024-02-16 09:29:24,Delivered,95.9,250.0,6.02,11.2,0,4,7.199999999999999,1,Severe,32.0,1.0,32.22833333333333,7,Critical Risk,187,1125.74
SHP00474,P010,S003,R023,2024-08-23,2024-08-25 17:52:32,2024-08-26 17:06:00,Delivered,89.1,400.0,3.9,-15.7,-18,-15,0.0,0,,14.8,1.0,23.224444444444444,2,Medium Risk,40,156.0
SHP00475,P001,S002,R013,2024-12-19,2024-12-24 23:18:21,2024-12-25 15:48:00,Delivered,159.8,200.0,16.53,3.9,2,4,0.0,0,,79.9,1.0,16.49416666666667,4,High Risk,70,1157.1
SHP00476,P011,S001,R017,2024-12-11,2024-12-13 19:57:29,,Cancelled,77.2,300.0,21.42,-0.9,-1,2,0.0,0,,15.4,,,1,Medium Risk,30,642.6
SHP00477,P018,S004,R005,2024-06-20,2024-06-23 03:43:32,2024-06-23 05:06:00,Delivered,77.1,200.0,16.44,15.2,0,4,11.2,1,Severe,0.0,1.0,1.3744444444444444,3,High Risk,70,1150.8
SHP00478,P009,S009,R022,2024-08-04,2024-08-08 20:02:03,,Cancelled,123.2,100.0,8.03,0.6,-1,2,0.0,0,,24.6,,,1,Medium Risk,10,80.3
SHP00479,P018,S005,R015,2024-11-13,2024-11-14 14:32:29,2024-11-14 18:47:24,In Transit,38.9,200.0,16.44,0.95,0,4,0.0,0,,0.0,1.0,4.248611111111111,0,Low Risk,0,0.0
SHP00480,P013,S003,R010,2024-02-09,2024-02-12 14:55:55,2024-02-12 12:28:48,Delivered,76.8,50.0,3.35,3.5,0,4,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00481,P005,S008,R012,2024-08-03,2024-08-05 04:58:32,,Cancelled,56.7,200.0,13.38,3.5,0,4,0.0,0,,37.8,,,2,Medium Risk,20,267.6
SHP00482,P014,S010,R011,2024-12-01,2024-12-03 12:12:17,2024-12-04 13:54:36,Delivered,78.1,250.0,16.04,9.7,13,15,3.3000000000000007,1,Mild,0.0,1.0,25.705277777777777,3,High Risk,87,1395.48
SHP00483,P009,S004,R016,2024-07-09,2024-07-13 02:12:53,2024-07-14 20:18:00,Delivered,140.3,150.0,8.03,0.4,-1,2,0.0,0,,0.0,1.0,42.085277777777776,3,High Risk,52,417.56
SHP00484,P010,S003,R006,2024-12-28,2024-12-31 20:13:20,2025-01-01 19:18:00,In Transit,115.3,300.0,3.9,-17.9,-18,-15,0.0,0,,38.4,1.0,23.07777777777778,4,High Risk,105,409.5
SHP00485,P006,S004,R018,2024-12-28,2024-12-29 04:45:48,2024-12-28 23:30:00,Delivered,23.5,150.0,16.77,2.2,0,4,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00486,P013,S008,R025,2024-03-15,2024-03-21 01:40:25,2024-03-23 07:54:00,Delivered,199.9,300.0,3.35,2.55,0,4,0.0,0,,0.0,1.0,54.22638888888889,2,Medium Risk,30,100.5
SHP00487,P010,S010,R022,2024-03-16,2024-03-21 12:04:09,2024-03-27 13:36:00,Delivered,173.5,500.0,3.9,-17.7,-18,-15,0.0,0,,0.0,1.0,145.53083333333333,3,High Risk,175,682.5
SHP00488,P004,S005,R001,2024-07-24,2024-07-26 00:23:41,2024-07-26 15:00:00,Delivered,63.0,200.0,11.42,4.4,2,6,0.0,0,,15.8,1.0,14.605277777777776,4,High Risk,70,799.4
SHP00489,P009,S004,R001,2024-02-12,2024-02-14 02:35:11,,Cancelled,59.9,200.0,8.03,0.5,-1,2,0.0,0,,30.0,,,3,High Risk,70,562.1
SHP00490,P002,S006,R013,2024-03-16,2024-03-22 11:08:21,,Cancelled,205.7,250.0,6.75,2.7,2,4,0.0,0,,0.0,,,1,Medium Risk,25,168.75
SHP00491,P015,S007,R026,2024-08-14,2024-08-17 01:43:25,,Cancelled,68.4,150.0,6.02,3.6,0,4,0.0,0,,0.0,,,0,Low Risk,0,0.0
SHP00492,P007,S005,R016,2024-09-25,2024-09-28 13:41:41,,Cancelled,141.4,250.0,12.06,6.5,0,4,2.5,1,Mild,0.0,,,1,Medium Risk,25,301.5
SHP00493,P019,S003,R007,2024-04-05,2024-04-10 09:54:02,2024-04-12 20:54:00,In Transit,188.9,500.0,9.85,15.5,8,12,3.5,1,Mild,31.5,1.0,58.99944444444444,3,High Risk,175,1723.75
SHP00494,P001,S003,R009,2024-06-02,2024-06-04 12:04:04,2024-06-05 12:12:00,Delivered,84.2,500.0,16.53,-1.5,2,4,3.5,1,Mild,28.1,1.0,24.13222222222222,6,Critical Risk,375,6198.75
SHP00495,P004,S005,R016,2024-02-04,2024-02-07 18:57:18,2024-02-08 17:48:00,Delivered,113.8,500.0,11.42,3.0,2,6,0.0,0,,0.0,1.0,22.845,2,Medium Risk,50,571.0
SHP00496,P019,S001,R028,2024-05-12,2024-05-14 17:14:07,2024-05-14 15:06:00,Delivered,63.1,150.0,9.85,19.2,8,12,7.199999999999999,1,Severe,15.8,0.0,0.0,5,Critical Risk,112,1103.2
SHP00497,P012,S001,R010,2024-05-29,2024-06-02 02:21:15,2024-06-02 09:48:00,Delivered,105.8,150.0,18.65,4.6,0,4,0.5999999999999996,1,Mild,0.0,1.0,7.445833333333334,2,Medium Risk,15,279.75
SHP00498,P010,S005,R022,2024-12-23,2024-12-27 20:49:00,2024-12-30 11:04:48,In Transit,162.8,300.0,3.9,-11.9,-18,-15,3.1,1,Mild,65.1,1.0,62.263333333333335,6,Critical Risk,225,877.5
SHP00499,P006,S002,R007,2024-03-20,2024-03-25 23:52:27,2024-03-28 09:30:00,Delivered,155.0,100.0,16.77,2.8,0,4,0.0,0,,62.0,1.0,57.62583333333333,4,High Risk,35,586.95
SHP00500,P005,S001,R016,2024-06-27,2024-06-30 18:58:10,2024-07-02 01:17:24,Delivered,93.3,300.0,13.38,15.4,0,4,11.4,1,Severe,31.1,1.0,30.320555555555558,7,Critical Risk,225,3010.5
SHP00501,P004,S004,R005,2024-12-21,2024-12-24 05:29:06,2024-12-23 23:06:00,In Transit,71.1,100.0,11.42,2.3,2,6,0.0,0,,17.8,0.0,0.0,3,High Risk,35,399.7
SHP00502,P002,S004,R004,2024-01-17,2024-01-17 08:33:42,2024-01-17 11:42:00,Delivered,11.7,100.0,6.75,2.5,2,4,0.0,0,,0.0,1.0,3.138333333333333,1,Medium Risk,10,67.5
SHP00503,P004,S010,R007,2024-10-27,2024-11-01 07:12:08,2024-11-04 04:00:00,Delivered,196.0,250.0,11.42,5.4,2,6,0.0,0,,39.2,1.0,68.79777777777778,3,High Risk,87,993.54
SHP00504,P017,S010,R008,2024-09-15,2024-09-18 02:35:43,2024-09-19 10:15:36,Delivered,96.6,200.0,21.86,0.9,0,4,0.0,0,,24.2,1.0,31.664722222222224,4,High Risk,70,1530.2
SHP00505,P018,S001,R024,2024-02-20,2024-02-25 01:18:37,2024-02-28 22:06:36,Delivered,164.7,150.0,16.44,2.8,0,4,0.0,0,,41.2,1.0,92.79972222222224,4,High Risk,52,854.88
SHP00506,P012,S007,R014,2024-04-19,2024-04-23 00:26:48,2024-04-25 03:17:24,Delivered,113.3,150.0,18.65,1.9,0,4,0.0,0,,56.6,1.0,50.84333333333333,4,High Risk,52,969.8
SHP00507,P018,S001,R003,2024-06-16,2024-06-21 16:22:47,2024-06-22 14:42:00,Delivered,158.7,200.0,16.44,-1.0,0,4,1.0,1,Mild,0.0,1.0,22.32027777777778,2,Medium Risk,20,328.8
SHP00508,P014,S004,R028,2024-02-05,2024-02-08 03:19:40,2024-02-11 20:28:48,In Transit,102.8,500.0,16.04,13.0,13,15,0.0,0,,25.7,1.0,89.15222222222222,4,High Risk,175,2807.0
SHP00509,P003,S002,R005,2024-07-21,2024-07-24 11:09:08,2024-07-24 15:12:00,Delivered,87.2,100.0,18.91,20.8,2,6,14.8,1,Severe,0.0,1.0,4.047777777777778,4,High Risk,35,661.85
