reading_id,shipment_id,reading_timestamp,sensor_temperature,sensor_id
T001327,SHP00326,2024-12-18 18:57:00,5.5,SEN100
T001328,SHP00326,2024-12-17 20:38:11,8.8,SEN181
T001329,SHP00327,2024-11-03 07:21:17,1.4,SEN177
T001330,SHP00327,2024-11-03 18:06:30,7.4,SEN193
T001331,SHP00328,2024-07-08 11:32:54,13.8,SEN157
T001332,SHP00328,2024-07-09 18:53:47,18.0,SEN110
T001333,SHP00329,2024-03-09 04:28:30,9.8,SEN128
T001334,SHP00329,2024-03-09 14:20:39,10.2,SEN170
T001335,SHP00329,2024-03-10 06:28:51,9.4,SEN165
T001336,SHP00329,2024-03-09 19:07:35,9.9,SEN178
T001337,SHP00329,2024-03-09 19:05:34,10.5,SEN134
T001338,SHP00330,2024-03-02 17:15:52,3.7,SEN123
T001339,SHP00330,2024-03-01 00:26:21,3.8,SEN136
T001340,SHP00330,2024-03-01 06:45:36,2.5,SEN132
T001341,SHP00330,2024-03-01 00:13:43,2.6,SEN104
T001342,SHP00331,2024-07-06 14:46:30,2.8,SEN192
T001343,SHP00331,2024-07-07 17:54:32,1.0,SEN176
T001344,SHP00331,2024-07-06 15:08:08,2.1,SEN136
T001345,SHP00331,2024-07-06 01:22:55,8.7,SEN122
T001346,SHP00332,2024-06-25 07:46:59,0.1,SEN121
T001347,SHP00332,2024-06-26 23:50:38,-0.8,SEN127
T001348,SHP00332,2024-06-26 14:09:06,-0.6,SEN186
T001349,SHP00332,2024-06-26 20:41:02,0.1,SEN110
T001350,SHP00332,2024-06-26 14:54:02,0.6,SEN167
T001351,SHP00333,2024-07-25 19:45:32,3.1,SEN117
T001352,SHP00333,2024-07-25 19:25:53,3.6,SEN188
T001353,SHP00333,2024-07-24 07:34:50,2.4,SEN162
T001354,SHP00333,2024-07-24 06:39:50,2.6,SEN116
T001355,SHP00333,2024-07-24 22:16:21,2.3,SEN198
T001356,SHP00334,2024-02-02 11:33:19,6.9,SEN122
T001357,SHP00334,2024-02-02 10:04:33,7.1,SEN100
T001358,SHP00334,2024-02-03 15:19:53,3.9,SEN196
T001360,SHP00335,2024-01-07 01:31:07,0.2,SEN145
T001361,SHP00336,2024-02-14 04:34:13,0.2,SEN174
T001362,SHP00336,2024-02-15 06:51:48,2.3,SEN127
T001363,SHP00337,2024-10-13 23:23:10,2.0,SEN177
T001364,SHP00337,2024-10-13 01:02:26,0.2,SEN190
T001365,SHP00337,2024-10-13 04:46:24,1.4,SEN118
T001366,SHP00337,2024-10-14 10:20:45,1.4,SEN186
T001367,SHP00338,2024-09-17 11:31:05,-0.8,SEN145
T001369,SHP00338,2024-09-17 19:07:43,0.9,SEN129
T001370,SHP00338,2024-09-16 16:31:05,1.4,SEN127
T001371,SHP00339,2024-09-04 18:29:00,0.3,SEN180
T001372,SHP00339,2024-09-05 01:39:17,3.7,SEN109
T001373,SHP00339,2024-09-04 21:10:20,1.5,SEN136
T001374,SHP00340,2024-06-10 05:40:37,3.1,SEN137
T001376,SHP00340,2024-06-10 03:51:12,0.4,SEN157
T001377,SHP00341,2024-06-30 20:32:40,1.7,SEN107
T001378,SHP00341,2024-07-01 07:06:32,2.6,SEN197
T001379,SHP00341,2024-07-01 13:37:12,0.5,SEN120
T001380,SHP00341,2024-07-01 07:06:14,3.3,SEN161
T001381,SHP00341,2024-06-30 03:33:38,1.6,SEN192
T001382,SHP00342,2024-05-07 03:19:25,0.5,SEN114
T001383,SHP00342,2024-05-08 08:37:41,2.5,SEN156
T001384,SHP00342,2024-05-07 22:56:07,2.5,SEN154
T001385,SHP00342,2024-05-07 07:15:21,1.0,SEN187
T001386,SHP00342,2024-05-08 04:07:01,2.2,SEN109
T001387,SHP00342,2024-05-08 06:30:59,7.0,SEN192
T001388,SHP00343,2024-06-10 10:35:31,1.5,SEN163
T001389,SHP00343,2024-06-10 07:18:23,1.1,SEN139
T001390,SHP00343,2024-06-11 21:04:12,0.2,SEN131
T001391,SHP00343,2024-06-11 19:35:59,1.3,SEN172
T001392,SHP00344,2024-10-04 17:56:15,2.8,SEN189
T001393,SHP00344,2024-10-03 12:27:48,0.8,SEN144
T001394,SHP00344,2024-10-04 16:52:11,2.5,SEN148
T001395,SHP00344,2024-10-03 22:58:47,0.5,SEN168
T001396,SHP00344,2024-10-04 07:38:14,0.4,SEN125
T001397,SHP00344,2024-10-03 16:26:23,8.0,SEN109
T001398,SHP00345,2024-02-21 06:41:38,11.4,SEN112
T001399,SHP00345,2024-02-22 17:47:53,1.1,SEN149
T001400,SHP00345,2024-02-21 20:32:33,5.3,SEN137
T001401,SHP00345,2024-02-22 14:03:53,1.8,SEN128
T001402,SHP00346,2024-08-02 08:47:15,0.6,SEN135
T001403,SHP00346,2024-08-03 22:11:14,1.4,SEN131
T001404,SHP00346,2024-08-03 08:17:12,3.3,SEN140
T001406,SHP00347,2024-05-01 04:15:24,4.0,SEN120
T001407,SHP00347,2024-05-01 03:43:56,5.3,SEN190
T001408,SHP00347,2024-04-30 14:43:39,2.5,SEN180
T001409,SHP00347,2024-04-30 19:50:14,2.0,SEN116
T001410,SHP00348,2024-06-11 20:34:58,1.5,SEN114
T001411,SHP00348,2024-06-11 17:35:08,2.7,SEN198
T001412,SHP00348,2024-06-10 20:03:31,1.8,SEN163
T001413,SHP00348,2024-06-11 11:30:19,3.8,SEN189
T001414,SHP00348,2024-06-11 13:19:33,1.8,SEN132
T001415,SHP00348,2024-06-10 06:38:49,1.1,SEN116
T001416,SHP00349,2024-06-21 13:33:49,3.7,SEN147
T001417,SHP00349,2024-06-21 13:47:46,7.5,SEN137
T001418,SHP00349,2024-06-21 23:13:49,9.7,SEN188
T001420,SHP00349,2024-06-21 22:40:42,5.6,SEN192
T001421,SHP00349,2024-06-20 06:34:23,5.4,SEN114
T001422,SHP00350,2024-05-25 22:01:47,10.6,SEN126
T001423,SHP00350,2024-05-25 06:25:47,10.4,SEN137
T001424,SHP00350,2024-05-26 21:26:52,10.7,SEN118
T001425,SHP00350,2024-05-26 06:57:54,13.5,SEN119
T001426,SHP00350,2024-05-26 09:32:18,11.7,SEN134
T001427,SHP00350,2024-05-25 18:56:45,10.9,SEN151
T001428,SHP00351,2024-11-10 06:14:48,-0.4,SEN185
T001429,SHP00351,2024-11-10 23:01:03,1.6,SEN166
T001430,SHP00351,2024-11-09 03:14:00,-1.0,SEN117
T001431,SHP00351,2024-11-09 01:17:57,8.6,SEN106
T001432,SHP00351,2024-11-10 00:51:49,7.8,SEN164
T001433,SHP00352,2024-07-05 13:06:54,3.3,SEN169
T001434,SHP00352,2024-07-04 10:12:02,4.0,SEN157
T001435,SHP00352,2024-07-05 21:27:21,1.5,SEN165
T001436,SHP00352,2024-07-05 01:55:56,3.9,SEN151
T001437,SHP00353,2024-07-23 09:28:15,4.6,SEN148
T001438,SHP00353,2024-07-23 08:30:16,3.3,SEN177
T001439,SHP00353,2024-07-23 18:04:55,13.1,SEN176
T001440,SHP00353,2024-07-22 17:46:57,4.2,SEN153
T001441,SHP00353,2024-07-22 02:29:45,4.9,SEN124
T001442,SHP00354,2024-12-02 17:37:26,1.5,SEN172
T001445,SHP00355,2024-10-04 13:46:47,0.4,SEN167
T001446,SHP00355,2024-10-04 06:49:46,1.7,SEN169
T001447,SHP00355,2024-10-04 01:08:53,3.7,SEN165
T001448,SHP00355,2024-10-04 11:17:39,1.3,SEN136
T001449,SHP00356,2024-11-23 02:56:56,13.1,SEN130
T001450,SHP00356,2024-11-24 18:53:38,13.8,SEN143
T001451,SHP00356,2024-11-23 15:50:53,13.4,SEN166
T001452,SHP00356,2024-11-24 00:43:20,13.2,SEN127
T001453,SHP00357,2024-03-11 00:16:22,2.6,SEN125
T001454,SHP00357,2024-03-10 04:56:57,3.3,SEN151
T001455,SHP00357,2024-03-10 13:31:40,2.6,SEN114
T001456,SHP00357,2024-03-11 02:20:52,3.6,SEN104
T001457,SHP00357,2024-03-10 01:47:08,3.9,SEN159
T001458,SHP00358,2024-01-05 09:18:28,2.4,SEN182
T001459,SHP00358,2024-01-04 04:56:09,1.9,SEN111
T001460,SHP00359,2024-11-09 20:21:57,14.9,SEN166
T001462,SHP00360,2024-05-19 17:05:59,7.1,SEN194
T001463,SHP00360,2024-05-19 09:33:42,0.8,SEN152
T001464,SHP00360,2024-05-20 10:31:55,3.5,SEN103
T001465,SHP00360,2024-05-19 09:57:15,3.9,SEN124
T001466,SHP00360,2024-05-19 03:12:53,2.6,SEN144
T001467,SHP00361,2024-01-06 02:10:50,2.8,SEN131
T001468,SHP00361,2024-01-05 11:52:41,1.0,SEN183
T001469,SHP00361,2024-01-05 07:49:42,3.0,SEN120
T001470,SHP00361,2024-01-05 04:31:28,2.6,SEN199
T001471,SHP00361,2024-01-05 02:04:44,1.3,SEN187
T001472,SHP00362,2024-03-15 20:24:55,2.5,SEN170
T001473,SHP00362,2024-03-15 00:12:23,3.7,SEN199
T001474,SHP00362,2024-03-16 00:44:27,2.3,SEN126
T001475,SHP00362,2024-03-15 08:34:51,3.7,SEN196
T001476,SHP00363,2024-08-15 07:04:21,2.2,SEN132
T001477,SHP00363,2024-08-15 14:55:41,2.6,SEN190
T001478,SHP00363,2024-08-15 17:59:23,1.3,SEN147
T001480,SHP00363,2024-08-15 15:16:22,2.2,SEN100
T001481,SHP00364,2024-01-22 06:00:10,9.4,SEN192
T001482,SHP00364,2024-01-23 12:44:42,7.1,SEN128
T001483,SHP00364,2024-01-22 08:00:43,1.1,SEN161
T001484,SHP00364,2024-01-23 20:09:10,5.8,SEN196
T001485,SHP00364,2024-01-23 00:03:38,1.6,SEN117
T001486,SHP00364,2024-01-22 23:04:30,1.1,SEN164
T001487,SHP00365,2024-08-10 02:57:03,5.1,SEN156
T001488,SHP00365,2024-08-10 02:18:23,7.2,SEN118
T001489,SHP00365,2024-08-10 09:17:10,3.1,SEN186
T001490,SHP00365,2024-08-11 08:32:05,2.9,SEN106
T001491,SHP00365,2024-08-11 16:44:26,4.6,SEN188
T001493,SHP00366,2024-07-10 08:32:13,11.5,SEN174
T001494,SHP00366,2024-07-09 17:30:31,0.4,SEN178
T001495,SHP00366,2024-07-09 19:19:35,3.1,SEN158
T001496,SHP00366,2024-07-10 05:15:04,0.2,SEN187
T001497,SHP00367,2024-09-06 13:48:12,0.9,SEN134
T001498,SHP00367,2024-09-06 17:35:56,2.5,SEN120
T001500,SHP00367,2024-09-06 09:25:16,2.9,SEN158
T001501,SHP00367,2024-09-06 08:45:01,3.8,SEN111
T001502,SHP00368,2024-09-06 23:14:08,1.0,SEN190
T001503,SHP00368,2024-09-06 09:16:38,0.1,SEN161
T001504,SHP00368,2024-09-06 12:35:19,1.7,SEN142
T001505,SHP00368,2024-09-05 05:29:09,2.6,SEN142
T001506,SHP00368,2024-09-05 02:06:18,2.8,SEN150
T001507,SHP00368,2024-09-05 20:06:53,3.6,SEN103
T001508,SHP00369,2024-02-06 02:54:18,1.6,SEN191
T001509,SHP00369,2024-02-05 22:29:55,1.0,SEN143
T001510,SHP00369,2024-02-06 20:05:19,3.5,SEN126
T001511,SHP00369,2024-02-06 00:01:08,1.2,SEN126
T001512,SHP00369,2024-02-06 04:48:21,3.6,SEN113
T001513,SHP00369,2024-02-06 03:21:59,1.6,SEN132
T001514,SHP00370,2024-06-14 00:15:25,3.6,SEN152
T001516,SHP00370,2024-06-13 01:06:05,10.5,SEN126
T001517,SHP00370,2024-06-13 23:45:10,4.0,SEN117
T001518,SHP00370,2024-06-13 17:30:49,7.3,SEN199
T001519,SHP00371,2024-06-13 15:59:14,0.2,SEN175
T001520,SHP00371,2024-06-13 23:54:24,9.9,SEN116
T001521,SHP00371,2024-06-13 01:39:01,-0.9,SEN194
T001522,SHP00371,2024-06-14 02:12:46,-0.6,SEN185
T001523,SHP00371,2024-06-14 11:49:17,-0.1,SEN102
T001524,SHP00371,2024-06-14 02:51:17,0.8,SEN143
T001525,SHP00372,2024-09-08 18:06:56,8.6,SEN151
T001527,SHP00372,2024-09-07 11:15:16,8.8,SEN153
T001528,SHP00372,2024-09-07 18:18:24,19.3,SEN191
T001529,SHP00373,2024-11-23 02:47:39,6.7,SEN192
T001530,SHP00373,2024-11-24 15:23:46,2.2,SEN175
T001531,SHP00373,2024-11-24 01:00:35,4.2,SEN193
T001532,SHP00374,2024-04-21 15:32:58,8.5,SEN105
T001533,SHP00374,2024-04-21 21:31:15,4.6,SEN142
T001534,SHP00375,2024-02-25 21:16:46,2.2,SEN196
T001535,SHP00375,2024-02-25 05:50:18,2.7,SEN129
T001536,SHP00375,2024-02-24 10:35:24,1.1,SEN156
T001537,SHP00375,2024-02-25 12:58:30,0.4,SEN150
T001538,SHP00376,2024-08-15 00:34:06,2.6,SEN110
T001539,SHP00376,2024-08-15 06:29:20,0.5,SEN166
T001540,SHP00376,2024-08-15 17:31:49,3.4,SEN173
T001541,SHP00377,2024-10-16 23:06:24,9.2,SEN198
T001542,SHP00377,2024-10-15 16:40:44,-1.0,SEN191
T001543,SHP00377,2024-10-16 17:25:54,2.0,SEN111
T001544,SHP00377,2024-10-16 02:19:37,0.0,SEN127
T001545,SHP00378,2024-01-04 23:51:55,2.5,SEN125
T001546,SHP00378,2024-01-04 13:55:49,2.5,SEN117
T001547,SHP00378,2024-01-04 05:59:24,2.3,SEN139
T001548,SHP00379,2024-01-20 22:46:11,10.4,SEN152
T001549,SHP00379,2024-01-20 01:22:53,9.4,SEN193
T001550,SHP00379,2024-01-20 20:30:09,11.2,SEN188
T001551,SHP00380,2024-02-10 17:44:49,9.9,SEN116
T001552,SHP00380,2024-02-10 21:59:35,10.2,SEN152
T001553,SHP00381,2024-01-30 07:54:37,10.1,SEN145
T001554,SHP00381,2024-01-29 19:01:57,10.9,SEN199
T001555,SHP00381,2024-01-30 20:22:02,13.3,SEN122
T001556,SHP00382,2024-11-19 20:52:44,1.7,SEN165
T001557,SHP00382,2024-11-20 03:21:14,8.1,SEN188
T001558,SHP00382,2024-11-19 04:06:36,2.6,SEN150
T001560,SHP00382,2024-11-20 18:48:55,8.8,SEN168
T001562,SHP00383,2024-11-01 01:42:07,1.3,SEN117
T001563,SHP00383,2024-10-31 23:03:11,2.5,SEN119
T001564,SHP00383,2024-11-01 16:07:31,3.9,SEN148
T001565,SHP00383,2024-10-31 09:01:19,2.2,SEN171
T001566,SHP00383,2024-10-31 01:10:57,3.0,SEN103
T001567,SHP00383,2024-11-01 21:10:37,11.3,SEN137
T001568,SHP00384,2024-09-14 21:28:00,2.9,SEN149
T001569,SHP00384,2024-09-13 09:02:47,0.7,SEN108
T001570,SHP00385,2024-02-06 16:55:08,3.8,SEN150
T001571,SHP00385,2024-02-07 01:34:41,0.4,SEN110
T001572,SHP00385,2024-02-06 14:48:06,3.4,SEN154
T001573,SHP00386,2024-01-14 13:08:44,2.6,SEN100
T001574,SHP00386,2024-01-13 12:56:56,0.7,SEN190
T001575,SHP00387,2024-02-14 16:05:34,1.8,SEN162
T001576,SHP00387,2024-02-13 02:23:23,1.9,SEN129
T001577,SHP00387,2024-02-14 04:18:11,3.1,SEN102
T001578,SHP00388,2024-10-02 16:18:53,3.8,SEN101
T001579,SHP00388,2024-10-03 16:06:33,3.0,SEN104
T001580,SHP00389,2024-05-11 22:30:49,10.3,SEN151
T001581,SHP00389,2024-05-10 07:09:47,10.4,SEN123
T001582,SHP00389,2024-05-10 19:35:15,11.4,SEN126
T001583,SHP00389,2024-05-10 00:45:09,17.1,SEN121
T001584,SHP00389,2024-05-11 21:42:24,12.1,SEN181
T001585,SHP00390,2024-05-29 12:33:38,0.5,SEN122
T001586,SHP00390,2024-05-29 20:19:36,9.2,SEN133
T001587,SHP00390,2024-05-29 17:26:49,2.3,SEN160
T001589,SHP00391,2024-04-12 14:43:28,9.5,SEN197
T001590,SHP00391,2024-04-12 07:50:26,1.6,SEN176
T001591,SHP00391,2024-04-12 13:17:40,1.6,SEN163
T001592,SHP00392,2024-06-30 19:21:16,2.8,SEN126
T001593,SHP00392,2024-06-30 21:06:27,2.6,SEN128
T001594,SHP00392,2024-06-29 13:28:22,3.4,SEN183
T001595,SHP00392,2024-06-30 01:45:00,3.1,SEN153
T001596,SHP00393,2024-04-26 07:58:49,8.1,SEN134
T001597,SHP00393,2024-04-26 02:57:18,3.6,SEN129
T001598,SHP00393,2024-04-26 07:26:09,3.9,SEN154
T001599,SHP00393,2024-04-26 15:56:31,3.7,SEN127
T001601,SHP00394,2024-08-18 14:56:50,-15.4,SEN160
T001602,SHP00394,2024-08-18 20:22:01,-16.6,SEN177
T001603,SHP00394,2024-08-18 18:25:24,-17.5,SEN152
T001604,SHP00394,2024-08-17 10:29:06,-10.1,SEN183
T001605,SHP00395,2024-03-16 10:58:56,3.5,SEN176
T001606,SHP00395,2024-03-15 01:31:13,3.5,SEN103
T001607,SHP00395,2024-03-15 15:19:05,10.3,SEN107
T001608,SHP00395,2024-03-16 04:36:08,2.9,SEN168
T001609,SHP00396,2024-06-05 15:29:28,-0.5,SEN106
T001610,SHP00396,2024-06-05 20:03:09,-0.2,SEN197
T001611,SHP00396,2024-06-04 02:11:33,-0.4,SEN159
T001612,SHP00396,2024-06-04 23:31:15,1.7,SEN118
T001613,SHP00397,2024-11-07 20:15:36,2.5,SEN185
T001614,SHP00397,2024-11-06 11:36:03,2.7,SEN103
T001615,SHP00397,2024-11-07 02:50:11,0.6,SEN144
T001616,SHP00397,2024-11-06 06:22:02,0.2,SEN189
T001617,SHP00397,2024-11-06 16:29:16,1.2,SEN184
T001618,SHP00397,2024-11-06 14:57:33,2.2,SEN143
T001619,SHP00398,2024-07-17 22:16:18,5.1,SEN133
T001620,SHP00398,2024-07-18 08:51:29,9.5,SEN128
T001621,SHP00398,2024-07-18 15:57:24,9.0,SEN142
T001622,SHP00399,2024-04-01 19:28:15,2.9,SEN114
T001623,SHP00399,2024-04-01 03:39:10,2.6,SEN135
T001625,SHP00400,2024-07-13 20:50:17,5.2,SEN186
T001626,SHP00400,2024-07-14 08:03:22,2.4,SEN114
T001627,SHP00400,2024-07-13 23:48:13,3.0,SEN167
T001628,SHP00400,2024-07-13 16:48:16,3.4,SEN137
T001629,SHP00400,2024-07-14 06:19:55,2.2,SEN155
T001630,SHP00401,2024-10-03 06:02:19,10.6,SEN174
T001631,SHP00401,2024-10-02 22:52:42,2.2,SEN138
T001632,SHP00402,2024-03-27 08:50:40,-12.5,SEN188
T001633,SHP00402,2024-03-27 12:42:49,-17.9,SEN117
T001634,SHP00402,2024-03-26 05:10:02,-16.4,SEN158
T001635,SHP00402,2024-03-26 18:29:34,-16.7,SEN117
T001636,SHP00403,2024-07-20 17:58:42,11.3,SEN154
T001637,SHP00403,2024-07-21 11:51:49,11.0,SEN197
T001638,SHP00404,2024-02-29 12:09:22,0.4,SEN103
T001639,SHP00404,2024-02-29 00:32:09,2.1,SEN183
T001640,SHP00404,2024-02-29 04:16:46,0.6,SEN107
T001641,SHP00404,2024-02-29 04:58:06,0.9,SEN155
T001642,SHP00404,2024-02-28 11:16:25,3.2,SEN179
T001643,SHP00405,2024-12-04 11:44:49,0.3,SEN107
T001644,SHP00405,2024-12-03 15:50:11,0.1,SEN178
T001645,SHP00405,2024-12-04 20:02:56,8.3,SEN116
T001646,SHP00405,2024-12-03 20:06:03,9.6,SEN129
T001647,SHP00405,2024-12-03 08:18:56,0.4,SEN197
T001648,SHP00405,2024-12-04 15:44:01,3.1,SEN167
T001649,SHP00406,2024-11-15 00:05:59,0.2,SEN111
T001650,SHP00406,2024-11-14 02:44:41,2.6,SEN147
T001651,SHP00406,2024-11-14 14:17:36,1.0,SEN105
T001652,SHP00406,2024-11-14 08:26:01,5.2,SEN192
T001653,SHP00406,2024-11-14 06:21:38,1.0,SEN146
T001654,SHP00406,2024-11-14 22:23:41,7.5,SEN177
T001655,SHP00407,2024-02-10 14:03:16,2.9,SEN103
T001656,SHP00407,2024-02-10 09:18:57,2.5,SEN110
T001657,SHP00407,2024-02-11 07:03:03,2.8,SEN131
T001658,SHP00407,2024-02-10 10:48:04,2.5,SEN110
T001659,SHP00407,2024-02-11 17:04:34,9.5,SEN185
T001661,SHP00408,2024-01-18 08:47:57,1.6,SEN114
T001663,SHP00409,2024-10-14 10:15:15,11.3,SEN120
T001664,SHP00409,2024-10-14 06:46:48,3.4,SEN178
T001665,SHP00409,2024-10-15 00:09:50,0.2,SEN129
T001666,SHP00409,2024-10-14 04:42:05,5.2,SEN170
T001667,SHP00410,2024-05-30 13:46:07,14.8,SEN156
T001668,SHP00410,2024-05-30 13:20:40,13.9,SEN114
T001669,SHP00410,2024-05-30 03:06:51,17.9,SEN187
T001670,SHP00411,2024-09-04 14:01:00,9.8,SEN176
T001671,SHP00411,2024-09-04 03:53:12,11.4,SEN125
T001672,SHP00411,2024-09-04 02:27:13,9.1,SEN122
T001673,SHP00411,2024-09-04 18:06:34,11.1,SEN166
T001674,SHP00411,2024-09-05 05:25:12,10.0,SEN127
T001675,SHP00412,2024-09-11 08:09:53,3.5,SEN140
T001676,SHP00412,2024-09-11 19:02:12,1.8,SEN130
T001677,SHP00412,2024-09-11 00:24:30,0.2,SEN199
T001678,SHP00412,2024-09-11 19:35:17,0.8,SEN188
T001679,SHP00413,2024-04-16 03:18:09,1.2,SEN191
T001680,SHP00413,2024-04-16 20:21:01,1.0,SEN164
T001681,SHP00413,2024-04-16 11:41:31,0.3,SEN170
T001682,SHP00413,2024-04-16 03:26:24,1.8,SEN196
T001683,SHP00413,2024-04-16 13:28:45,1.0,SEN107
T001684,SHP00414,2024-09-16 00:08:24,2.6,SEN130
T001685,SHP00414,2024-09-16 17:21:35,4.2,SEN130
T001686,SHP00415,2024-01-19 09:27:19,0.7,SEN193
T001687,SHP00415,2024-01-19 18:33:47,1.3,SEN115
T001688,SHP00415,2024-01-19 10:40:07,0.9,SEN101
T001689,SHP00416,2024-10-17 08:39:02,3.4,SEN183
T001691,SHP00416,2024-10-17 11:57:22,2.0,SEN175
T001692,SHP00417,2024-11-16 08:50:27,2.9,SEN105
T001693,SHP00417,2024-11-16 12:20:05,2.3,SEN191
T001694,SHP00417,2024-11-16 22:44:48,2.1,SEN101
T001695,SHP00417,2024-11-16 12:54:42,2.9,SEN146
T001696,SHP00418,2024-09-12 16:13:17,7.4,SEN141
T001697,SHP00418,2024-09-11 00:18:29,-0.3,SEN147
T001698,SHP00419,2024-01-14 04:02:19,13.1,SEN110
T001699,SHP00419,2024-01-13 14:35:19,5.2,SEN133
T001700,SHP00420,2024-03-09 05:36:29,3.9,SEN144
T001701,SHP00420,2024-03-09 04:48:06,5.3,SEN158
T001702,SHP00420,2024-03-08 21:04:52,2.3,SEN193
T001703,SHP00420,2024-03-09 12:15:06,2.5,SEN164
T001704,SHP00421,2024-01-24 20:25:53,2.6,SEN174
T001705,SHP00421,2024-01-25 11:37:29,2.4,SEN197
T001706,SHP00421,2024-01-24 21:08:59,13.4,SEN128
T001708,SHP00421,2024-01-25 16:36:40,2.8,SEN167
T001709,SHP00421,2024-01-25 23:39:07,3.1,SEN121
T001710,SHP00422,2024-08-14 10:26:04,2.6,SEN136
T001711,SHP00422,2024-08-13 14:29:32,3.8,SEN150
T001712,SHP00422,2024-08-13 20:21:52,5.4,SEN193
T001713,SHP00423,2024-05-25 05:18:05,1.9,SEN158
T001714,SHP00423,2024-05-25 14:18:47,-0.7,SEN180
T001715,SHP00423,2024-05-25 14:11:06,0.1,SEN129
T001716,SHP00424,2024-01-29 11:22:54,4.0,SEN126
T001717,SHP00424,2024-01-28 23:00:05,7.3,SEN132
T001718,SHP00425,2024-08-27 03:08:17,2.2,SEN175
T001719,SHP00425,2024-08-26 01:02:55,1.9,SEN148
T001720,SHP00425,2024-08-26 11:06:13,3.1,SEN103
T001721,SHP00425,2024-08-27 08:46:47,0.9,SEN182
T001722,SHP00425,2024-08-27 09:07:28,2.9,SEN110
T001723,SHP00426,2024-07-20 21:42:00,0.7,SEN199
T001725,SHP00426,2024-07-19 18:23:54,3.7,SEN176
T001726,SHP00426,2024-07-20 19:34:35,0.3,SEN106
T001727,SHP00427,2024-03-29 03:47:32,2.7,SEN110
T001728,SHP00427,2024-03-29 00:39:03,0.7,SEN135
T001729,SHP00427,2024-03-28 00:58:48,2.1,SEN168
T001730,SHP00427,2024-03-29 13:05:18,2.8,SEN151
T001731,SHP00427,2024-03-28 23:03:43,3.4,SEN186
T001732,SHP00428,2024-07-25 16:09:09,-15.8,SEN166
T001733,SHP00428,2024-07-24 22:53:56,-15.5,SEN136
T001734,SHP00428,2024-07-25 04:48:46,-16.7,SEN140
T001735,SHP00428,2024-07-24 05:06:35,-15.4,SEN115
T001736,SHP00428,2024-07-24 19:38:33,-16.4,SEN142
T001737,SHP00429,2024-06-25 02:32:19,14.5,SEN168
T001738,SHP00429,2024-06-25 18:47:11,15.0,SEN101
T001739,SHP00429,2024-06-25 06:19:42,14.0,SEN187
T001740,SHP00429,2024-06-24 15:02:32,21.9,SEN131
T001741,SHP00429,2024-06-25 15:47:46,13.8,SEN121
T001742,SHP00430,2024-08-16 15:58:28,3.8,SEN157
T001743,SHP00430,2024-08-16 12:09:29,10.0,SEN113
T001744,SHP00430,2024-08-15 19:42:17,1.2,SEN162
T001745,SHP00430,2024-08-15 04:15:23,8.1,SEN127
T001746,SHP00430,2024-08-16 04:19:08,2.8,SEN174
T001747,SHP00430,2024-08-16 01:27:33,4.4,SEN121
T001748,SHP00431,2024-03-13 15:31:05,2.8,SEN163
T001749,SHP00431,2024-03-12 16:42:24,6.0,SEN187
T001750,SHP00432,2024-04-16 23:12:58,8.9,SEN124
T001751,SHP00432,2024-04-16 16:12:13,8.5,SEN109
T001752,SHP00432,2024-04-15 15:48:44,11.4,SEN174
T001753,SHP00433,2024-09-19 09:05:01,12.4,SEN107
T001754,SHP00433,2024-09-19 04:51:57,10.7,SEN195
T001755,SHP00434,2024-12-26 00:10:08,3.6,SEN143
T001756,SHP00434,2024-12-26 15:22:32,3.8,SEN130
T001757,SHP00434,2024-12-26 02:18:41,3.8,SEN115
T001758,SHP00434,2024-12-26 23:57:40,3.7,SEN127
T001759,SHP00435,2024-07-03 15:27:48,0.6,SEN143
T001760,SHP00435,2024-07-03 03:20:51,3.2,SEN176
T001761,SHP00435,2024-07-04 02:46:02,0.7,SEN108
T001762,SHP00435,2024-07-04 19:21:17,3.4,SEN132
T001763,SHP00435,2024-07-04 19:06:19,10.9,SEN113
T001764,SHP00435,2024-07-04 09:55:12,11.9,SEN151
T001765,SHP00436,2024-11-24 11:11:49,2.2,SEN176
T001766,SHP00436,2024-11-25 15:35:27,1.0,SEN192
T001767,SHP00437,2024-04-05 15:04:10,0.9,SEN127
T001768,SHP00437,2024-04-05 00:24:59,8.8,SEN198
T001769,SHP00437,2024-04-06 01:01:23,8.8,SEN194
T001770,SHP00437,2024-04-05 02:12:53,3.8,SEN175
T001771,SHP00437,2024-04-05 17:23:36,2.6,SEN174
T001772,SHP00437,2024-04-05 13:19:23,0.5,SEN193
T001773,SHP00438,2024-09-04 05:03:24,3.0,SEN122
T001774,SHP00438,2024-09-04 06:31:49,1.8,SEN124
T001775,SHP00439,2024-08-29 04:27:41,3.0,SEN151
T001776,SHP00439,2024-08-29 09:53:50,0.3,SEN179
T001777,SHP00439,2024-08-29 21:44:07,3.7,SEN161
T001778,SHP00439,2024-08-30 07:31:45,0.5,SEN190
T001780,SHP00440,2024-08-28 08:11:43,0.7,SEN134
T001781,SHP00440,2024-08-29 18:13:07,2.5,SEN192
T001782,SHP00440,2024-08-28 19:45:58,3.2,SEN131
T001783,SHP00441,2024-02-01 14:48:35,-16.7,SEN101
T001784,SHP00441,2024-02-02 07:08:34,-16.4,SEN139
T001785,SHP00441,2024-02-02 12:31:02,-17.5,SEN170
